title,id,description,image_link,price,availability,link
Pendientes largos / Pendientes de bolas / Pendientes rojos,15,"Míralos detenidamente e intenta no quedarte hipnotizado. Son una pequeña obra de arte belleza pura que realzan la belleza natural de la mujer. Hermosos colores que darán brillo a quien los use. Estos pendientes largos son el mejor regalo de San Valentin que se te podría ocurrir.

Materiales
Hoja de cobre trabajada a mano y envejecida con ácido.
Piedras de colores.
Broche tejido a mano.


",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2048755202.jpg,18.0,in stock,https://muyaya.es#!/Pendientes-largos-Pendientes-de-bolas-Pendientes-rojos/p/260852013
Pendientes largos / Pendientes de flor / Pendientes de Irlanda,11,"Estos pendientes largos son maravillosos solo verlos ya es un deleite. Es una preciosa obra que quiere recordar la adorada Irlanda. Pendientes de cadena con cristales verdes y perlas blancas lagrima verde de cristal

Materiales
Hoja de trébol de cobre creado a mano y envejecida con ácido.
Cadena dorada.
Piedras verdes y blancas engarzadas a mano.


",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2048806081.jpg,20.0,in stock,https://muyaya.es#!/Pendientes-largos-Pendientes-de-flor-Pendientes-de-Irlanda/p/253357742
Pendientes largos / Pendientes verdes / Pendientes de perlas,44,"Preciosos pendientes de lágrima en verde y blanco. La cabeza del pendiente está formada por un hilo bordado a mano. De él cuelga algunas cuentas de vidrio verde y perlas. La combinación de verdes y blancos combina a la perfección y siempre queda bien.

Materiales
Hilo de algodón
Perlas
Cristales verdes


",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2049175336.jpg,19.0,in stock,https://muyaya.es#!/Pendientes-largos-Pendientes-verdes-Pendientes-de-perlas/p/293324584
Pendientes Rojos / Pendientes De Corazón / Pendientes De Bronce,41,"Preciosos pendientes de corazón creados a mano que lucen perfectamente con cualquier combinación. Pendientes con corazones de bronce talladas a mano y trabajadas con ácido.
Hay dos opciones a escoger entre el color rojo y un maravilloso color naranja (mis favoritos)
Las piezas de corazones son creadas a mano y trabajadas en nuestro taller al no ser creados en una fabrica China el resultado puede variar sobre la imagen de la foto. 

Materiales
Copper heart worked by hand and aged with acid.
Czech Glass

",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2049081476.jpg,12.0,in stock,https://muyaya.es#!/Pendientes-Rojos-Pendientes-De-Corazón-Pendientes-De-Bronce/p/292596471
Pendientes tejido,0,"
¿Q U É ∙ H A C E ∙ Q U E ∙ S E A ∙ E S P E C I A L?
___________________________________________
Basados en los antiguos bordados estos pendientes tejidos a mano son una pequeña obra de arte. Ligeros como plumas y bellos son perfectos para combinar con cualquier modelo.

M A T E R I A L E S

________________
Hilo dorado.
Broches de bronce.",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/1790894148.jpg,12.99,out of stock,https://muyaya.es#!/Pendientes-tejido/p/245633164
Pulsera con cuentas de plata / Pulsera de colores / Pulsera de bolas,6,"Pulsera de plata turquesa y coral con cuentas de plata. Combina perfectamente con cualquier diseño y siempre queda bien.
La pulsera tiene hasta 1 pulgada de ajuste (2.5 cm) al poder cerrarse en varias partes de la cadena. Siempre recomendamos después de medirla que quede entre 0.5 pulgadas y 1 pulgada (entre 1.2 y 2.5 centímetros) de orgura para que no quede muy ajustada.

Materiales
Broche de metal.
Cuentas de piedras y coral.
Hilo plateado.

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.


",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2051261900.jpg,16.0,in stock,https://muyaya.es#!/Pulsera-con-cuentas-de-plata-Pulsera-de-colores-Pulsera-de-bolas/p/253364440
Pulsera de coral rojo / pulsera de cuentas de coral / pulsera de apilamiento delgada / pulsera para mujer,8,"Maravillosa pulsera de coral rojo autentico. Las piedras de coral son una combinación perfecta y esta sencilla pulsera para mujer puede combinar con todo look. Recuerda el coral es la piedra de la vida de la sabiduría y de la intuición.
La pulsera se puede configurar en tamaño y siempre recomendamos que quede entre 0.5 y 1 pulgada (entre 1.2 y 2.5 cm) de orgura para que la pulsera no apriete la muñeca.

Materiales
Piedras de coral
Mostacilla checa
Cierres de bronce

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.


",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2051348525.jpg,13.0,in stock,https://muyaya.es#!/Pulsera-de-coral-rojo-pulsera-de-cuentas-de-coral-pulsera-de-apilamiento-delgada-pulsera-para-mujer/p/253364494
Pulsera de coral rojo y plata 925 / pulsera con cuentas de coral y plata 925/ pulsera de coral rojo minimalista / pulsera para la mujer,7,"Trabajado a mano creando cada uno de los nudos con pata 925 teniendo en cuenta las piedras a las que se conecta. Creado con cuentas de hilo de plata 925 hechas a mano con piedras de coral ovaladas.
La pulsera se puede configurar en tamaño y siempre recomendamos que quede entre 0.5 y 1 pulgada (entre 1.2 y 2.5 cm) de orgura para que la pulsera no apriete la muñeca.

Materiales
Hilo de plata 925
Broche plateado
Piedras de coral


Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.


",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2051261062.jpg,18.0,in stock,https://muyaya.es#!/Pulsera-de-coral-rojo-y-plata-925-pulsera-con-cuentas-de-coral-y-plata-925-pulsera-de-coral-rojo-minimalista-pulsera-para-la-mujer/p/253357694
Pulsera De Cristal Verde Y Pedrería Plateada,68,"Maravillosa pulsera de piedras de cristal verde y pedrería plateada. La pulsera se puede configurar en tamaño y siempre recomendamos que quede entre 0.5 y 1 pulgada (entre 1.2 y 2.5 cm) de orgura para que la pulsera no apriete la muñeca.

Materiales
Pedrería plateada
Piedras de cristal verde
Cierres de bronce

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.


",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2115064994.jpg,15.0,in stock,https://muyaya.es#!/Pulsera-De-Cristal-Verde-Y-Pedrería-Plateada/p/315847094
pulsera de hilo / pulsera de hebras verdes / pulsera para la mujer,5,"Esta hermosa pulsera para la mujer ha sido creada a mano desde cero. La flor de bronce cortada pulida y se envejecida con ácido. La tela verde con oro artesanal tejida a mano y finalmente los broches para cerrar la pulsera. Maravillosa opción para llevar con cualquier modelo.
Las piezas de corazón son creadas a mano y trabajadas en nuestro taller al no ser creados en una fabrica China el resultado puede variar sobre la imagen de la foto. 
La pulsera se puede configurar en tamaño y siempre recomendamos que quede entre 0.5 y 1 pulgada (entre 1.2 y 2.5 cm) de orgura para que la pulsera no apriete la muñeca.

Materiales
Hilo de bordar verde y oro.
Flor de bronce trabajada a mano y envejecida con ácido.
Broches de bronce.

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete. 

",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2051417083.jpg,12.0,in stock,https://muyaya.es#!/pulsera-de-hilo-pulsera-de-hebras-verdes-pulsera-para-la-mujer/p/253364434
Pulsera De HiloPulsera De Hombre / Pulsera de hilo / Pulsera naranja y azul,61,"Pulsera de hilo pulsera de hebras de pareja. La pulsera esta a mano con hilos escogidos. Los colores azul y naranja la dan un toque especial. Cierre especial de seguridad para evitar perdidas.

Materiales
hilo naranja y plata
cierres especial

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.

",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2075863162.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-De-HiloPulsera-De-Hombre-Pulsera-de-hilo-Pulsera-naranja-y-azul/p/307938460
Pulsera De HiloPulsera De Hombre / Pulsera de hilo / Pulsera naranja y azul,62,"Pulsera de hilo pulsera de hebras de pareja. La pulsera esta a mano con hilos escogidos. Los colores azul y naranja la dan un toque especial. Cierre especial de seguridad para evitar perdidas.

Materiales
hilo naranja y plata
cierres especial
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2075823603.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-De-HiloPulsera-De-Hombre-Pulsera-de-hilo-Pulsera-naranja-y-azul/p/307975439
Pulsera De Hombre / Pulsera de hilo / Pulsera naranja y plata,55,"Pulsera de hilo pulsera de hebras de pareja. La pulsera esta a mano con hilos escogidos. Los colores plata y naranja la dan un toque especial. Cierre especial de seguridad para evitar perdidas.

Materiales
hilo naranja y plata
cierres especial


Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2044104076.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-De-Hombre-Pulsera-de-hilo-Pulsera-naranja-y-plata/p/302130052
Pulsera De Serpiente / Pulsera para hombre / Pulsera de cuerda / Pulsera de hilo,48,"Pulsera de serpiente y pulsera para hombre que también que divinamente cómo pulsera para mujer bordada a mano pieza a pieza e hilo a hilo. Combinada con enganches en forma de cabeza de serpiente que dan belleza y elegancia a la pieza. La selección de colores está hecha para que valga tanto para el hombre como para la mujer. Esta pulsera de cuerda es una pieza única que perfectamente combina con cualquier camisa de manga larga o marga corta y perfecta si tienes algún tatuaje en tus brazos.

Materiales
Hilo de algodón
Enganches tallados en forma de serpiente
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/1992278767.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-De-Serpiente-Pulsera-para-hombre-Pulsera-de-cuerda-Pulsera-de-hilo/p/295387118
Pulsera magnetica / pulsera magnetica de pareja / pulsera de parejas,52,"Pulsera magnética pulsera magnética de pareja. La pulsera esta creada por una cadena dorada conectada con una colección de piedras preciosas con un enganche magnético. La pulsera magnética de pareja es perfecta para vosotros que os amáis. Cada uno tendrá un par y podréis disfrutadla juntos o por separado. Un maravillo regalo para uno mismo o para tu pareja.

Materiales
cuarzo marrón
cadena dorada
cierres magnéticos


Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete. ",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2054531244.jpg,11.0,in stock,https://muyaya.es#!/Pulsera-magnetica-pulsera-magnetica-de-pareja-pulsera-de-parejas/p/300745260
Pulsera magnetica / pulsera magnetica de pareja / pulsera de parejas,54,"Pulsera magnética pulsera magnética de pareja. La pulsera esta creada por una cadena dorada conectada con una colección de piedras preciosas con un enganche magnético. La pulsera magnética de pareja es perfecta para vosotros que os amáis. Cada uno tendrá un par y podréis disfrutadla juntos o por separado. Un maravillo regalo para uno mismo o para tu pareja.

Materiales
cuarzo azul
cadena dorada
cierres magnéticos

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2054434021.jpg,11.0,in stock,https://muyaya.es#!/Pulsera-magnetica-pulsera-magnetica-de-pareja-pulsera-de-parejas/p/301371469
Pulsera magnetica / pulsera magnetica de pareja / pulsera de parejas,60,"Pulsera magnética pulsera magnética de pareja. La pulsera esta creada por una cadena dorada conectada con una colección de piedras preciosas con un enganche magnético. La pulsera magnética de pareja es perfecta para vosotros que os amáis. Cada uno tendrá un par y podréis disfrutadla juntos o por separado. Un maravillo regalo para uno mismo o para tu pareja.

Materiales
cuarzo verde
cadena dorada
cierres magnéticos

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete. ",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2054441091.jpg,11.0,in stock,https://muyaya.es#!/Pulsera-magnetica-pulsera-magnetica-de-pareja-pulsera-de-parejas/p/304526244
Pulsera magnetica / pulsera magnetica de pareja / pulsera de parejas,59,"Pulsera magnética pulsera magnética de pareja. La pulsera esta creada por una cadena dorada conectada con una colección de piedras preciosas con un enganche magnético. La pulsera magnética de pareja es perfecta para vosotros que os amáis. Cada uno tendrá un par y podréis disfrutadla juntos o por separado. Un maravillo regalo para uno mismo o para tu pareja.

Materiales
cuarzo verde
cadena dorada
cierres magnéticos

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2054531682.jpg,11.0,in stock,https://muyaya.es#!/Pulsera-magnetica-pulsera-magnetica-de-pareja-pulsera-de-parejas/p/304658044
Pulsera para hombre / Pulsera de cuerda / Pulsera de hilo,19,"Maravillosa pulsera para hombre bordada a mano pieza a pieza y combinada con enganches de cobre que dan una forma serpiente. Bella combinación de colores valido tanto para el hombre como para la mujer. Esta pulsera de cuerda es una creación única y cada unidad es diferente a la anterior dado que se teje a mano una vez que se pide.

Materiales
Hilo de algodón
Cierres de bronce
enganches de bronce


Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/1927729562.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-para-hombre-Pulsera-de-cuerda-Pulsera-de-hilo/p/260862139
Pulsera para hombre / Pulsera de cuerda / Pulsera de hilo,32,"Pulsera para hombre que también que divinamente como pulsera para mujer bordada a mano pieza a pieza e hilo a hilo. Combinada con enganches de cobre que dan una forma bellísima. La selección de colores está hecha para que valga tanto para el hombre como para la mujer. Esta pulsera de cuerda es una pieza única que perfectamente combina con cualquier camisa de manga larga o marga corta y perfecta si tienes algún tatuaje en tus brazos.

Materiales
Hilo de algodón
Broches de bronce
Enganches de bronce

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2054595149.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-para-hombre-Pulsera-de-cuerda-Pulsera-de-hilo/p/282565517
Pulsera para hombre / Pulsera de cuerda / Pulsera de hilo,31,"Maravillosa pulsera para hombre bordada a mano pieza a pieza y combinada con enganches de cobre que dan una forma excepcional. Bella pulsera de hilo con combinación de colores valido tanto para el hombre como para la mujer. Esta pulsera de cuerda es una creación única y cada unidad es diferente a la anterior dado que se teje a mano una vez que se pide.

Materiales
Hilo de algodón
Broches de bronce
enganches de bronce


Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete. 
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2054583184.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-para-hombre-Pulsera-de-cuerda-Pulsera-de-hilo/p/282573498
Pulsera para la mujer / Pulsera con flor / pulsera roja / pulsera moderna,9,"Esta maravillosa pulsera con flor está formada por una flor de bronce creada a mano y envejecida en ácido piedras con abalorios hechos a mano y piedras pulidas a mano una a una. El conjunto es una obra original de extraordinaria belleza. Las piezas de flores son creadas a mano y trabajadas en nuestro taller al no ser creados en una fabrica China el resultado puede variar sobre la imagen de la foto.
La pulsera tiene una longitud de 8 pulgadas (20.5 cm) pero se puede ajustar de 7.5 pulgadas (19 cm) a 8.5 pulgadas (22 cm) aunque la recomendación es 8 pulgadas (19 cm) para que quede un poco suelta.


Materiales
Flor de bronce creada a mano y envejecida en ácido
Abalorios de bronce
piedras de cuarzo rojo
cierres de bronce


Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete.",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2051384506.jpg,25.0,in stock,https://muyaya.es#!/Pulsera-para-la-mujer-Pulsera-con-flor-pulsera-roja-pulsera-moderna/p/253364509
Pulsera para mujer / Pulsera de cuerda / Pulsera de hilo,30,"Pulsera tejida de diversos colores que forma una creación muy divertida. El cierre es de seguridad que evitara que se salga de la muñeca cuando hacemos un movimiento brusco.

Materiales
Hilo de algodón
Enganches de bronce

Elija la longitud de su pulsera
Utilice un metro o una cinta métrica. Envuelva el metro o la cinta métrica alrededor de la muñeca en la que planea usar su pulsera o brazalete. Anote la medida de la zona donde ira pulsera o brazalete y para asegurar que ajusta cómodamente agregue de 1 a 2.5 cm (1/2 o 1 pulgada) dependiendo de lo apretado o suelto que le guste usar la pulsera o brazalete. ",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2054583016.jpg,10.0,in stock,https://muyaya.es#!/Pulsera-para-mujer-Pulsera-de-cuerda-Pulsera-de-hilo/p/282574430
Sujeta mascara / Cordón de mascarillas / Sujeta máscaras o mascarillas,29,"Cordón de mascarilla para que nunca se te pierda esa pieza que todos tenemos que llevar estos días. Cadena plateada con piedras Swarovski que combina perfectamente con cualquier diseño. No pierdas nunca más tú mascara con este sujeta mascaras y ademas estas divina.

Materiales
Cadena plateada
Piedras de Swarovski
Cierres plateados
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/1930655063.jpg,12.0,in stock,https://muyaya.es#!/Sujeta-mascara-Cordón-de-mascarillas-Sujeta-máscaras-o-mascarillas/p/273535324
Sujeta mascara / Cordón de mascarillas / Sujeta máscaras o mascarillas,50,"Cadena ora mascarilla creada a mano. Está compuesta por tres partes. Dos de una cadena de bronce creada a mano y una tercera parte por una cadena de hilo de algodón tejido a mano la combinación es un precioso resultado que te hará resaltar la mascarilla

Materiales
Cadena de bronce creada a mano
Cadena de hilo tejida a mano
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2038042966.jpg,15.0,in stock,https://muyaya.es#!/Sujeta-mascara-Cordón-de-mascarillas-Sujeta-máscaras-o-mascarillas/p/297719962
Sujeta mascara / Cordón para mascarilla / Cordón para mascara,14,"En esta era de virus y pandemias presentamos la nueva línea de productos para COVID-19. Con este maravilloso cordón además de no volver a perder nunca tu máscara le darás un poco de color a tu inseparable amiga.

Materiales
Hilo bordado.
Cierres de bronce.

",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/2038065775.jpg,10.0,in stock,https://muyaya.es#!/Sujeta-mascara-Cordón-para-mascarilla-Cordón-para-mascara/p/260836454
Sujeta mascara / Cordón para mascarillas / Cordón para mascaras,25,"Colgante para que nunca se te pierda esa mascarilla que todos tenemos que llevar. Cadena dorada con perlas y piedras que combina perfectamente con cualquier diseño.

Materiales
Cadena dorada
Mostacilla de colores
Broches de bronce
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/1927886311.jpg,12.0,in stock,https://muyaya.es#!/Sujeta-mascara-Cordón-para-mascarillas-Cordón-para-mascaras/p/272450986
Sujeta Mascarilla / cordón para máscaras / sonten mascarilla,28,"Cordón de mascarilla para que nunca se te pierda esa pieza que todos tenemos que llevar estos días. Cadena plateada con piedras azules blancas rojas y naranja que combina perfectamente con cualquier diseño. No pierdas nunca tu mascarilla con este sujeta mascaras y ademas estarás divina.

Materiales
Cadena plateada
Mostacilla de colores
Broches plateados
",https://d2j6dbq0eux0bg.cloudfront.net/images/38708668/1927904234.jpg,12.0,in stock,https://muyaya.es#!/Sujeta-Mascarilla-cordón-para-máscaras-sonten-mascarilla/p/273541219
